V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15
3.9281837840508005,3.0,3.5958263455654937,3.0,4.176386134513939,3.0,5.0,3.4095584667451244,3.0,4.0,3.3018783101341254,5.0,5.0,3.0,3.315560290840676
4.0,3.680402812534623,5.0,5.0,2.0,3.5883674056637425,1.0,3.8458294661264114,4.0,4.736034448891335,3.4372301091719546,5.0,3.540637150819837,5.0,3.0
3.0,3.0,3.023348007264354,2.853270469133171,3.0,3.0,2.8805714011903945,2.677311058366238,1.0,3.0,2.7170566284175037,4.0,3.0,2.964921965439638,3.0
5.0,4.0,3.5856217784757174,3.7452242806732112,3.4814931065688834,3.7567882469137945,3.253205128205128,5.0,4.079698782546334,3.0,3.0,4.199028247481775,3.4262125107206094,2.0,3.79181700405932
5.0,3.939814814814815,3.49666957573022,3.801062294112024,5.0,4.259954301853755,5.0,4.206038301311548,4.006357654048496,3.0,4.0,4.784531552036018,3.013419446659162,2.0,3.676282051282051
3.0,3.0,5.0,4.0,3.7663049999002545,3.3605057012972104,3.0,3.0,5.0,4.276989178970061,3.0,5.0,3.0,3.0,2.7758864557455647
3.951570315581587,3.444063998779228,4.0,5.0,3.0,4.0,2.8528428093645486,3.0,4.0,3.0,3.5385351100380538,4.5501793585528,3.0,3.192898001682323,3.0
3.528224283368571,3.5397130048593226,4.0,4.984961214309522,5.0,4.105261177604851,3.0,4.0,4.415375693202484,4.76815976230174,5.0,5.0,3.0,3.1299051453029207,3.468364572513238
3.0,4.0,3.9245649698007554,4.0,4.822939849752084,3.5949425200668452,2.9230769230769234,4.01107791743636,5.0,4.447975545475902,3.4482852339048797,4.0,4.0,3.0,3.0
3.0,3.43847072879331,4.1289182364245915,4.0,3.0,2.769441318507015,2.8805714011903945,3.085608826160536,3.369164851596792,3.8990182328190746,3.0743917399048053,5.0,3.341998511987101,4.0,2.832088467794061
3.5063369104439794,3.036889883307858,3.065626267914551,3.0,3.452445652173913,2.9332116328746975,3.4615384615384617,3.2799858119045666,2.75331736420294,3.0,2.7880183417909334,4.291221373624995,3.0,3.0,3.0
2.89624676479507,2.367939113507621,2.853494714122614,3.0,2.0,2.0,4.0,2.300333770645839,2.0,5.0,2.0,3.5065793789371673,3.0,2.9773891630018103,2.2423530658357467
2.569301015001423,1.0,4.047001276645943,3.516506267231728,4.069775474836672,2.3448841702250016,5.0,1.0,3.0601601473523963,5.0,5.0,5.0,1.0,1.6347825970032484,1.0
3.8331142543849506,3.626001426782406,3.0,3.7252678076247796,4.0,3.0,3.6646976006729535,3.573175375236632,3.0,3.211102678671007,3.0,4.499994488852255,4.0,4.0,4.0
5.0,3.0,4.0,4.0,2.982073681993651,3.3152208116416464,4.0,3.117929733679254,3.0,5.0,3.2229745651903126,3.0,1.0,2.0,3.0
3.4842071233412315,5.0,4.009936109392527,4.569599462513824,3.0,3.632668452219932,2.8528428093645486,3.0,3.4051886741021398,5.0,3.384373650683887,4.0,3.4095969738356082,2.806666666666666,3.0
3.0,3.0,3.3916896853299114,3.4195700538703604,3.308771616612891,3.0,3.0,3.0,3.0,3.1801242236024847,2.9036536485826123,4.0,3.0,4.0,2.628788176123875
4.0,2.9137543015929808,3.0,3.0,3.42074620755173,3.0,3.647041570939966,4.0,3.1807319065130613,3.0,3.0,3.0,2.8280247373875715,2.20568097323044,2.7797348816949636
4.0,3.3629284860784208,2.0,4.0,3.5582751645215596,3.0,4.0,3.0,3.0,3.0,3.0486856641716242,3.8115315566787906,3.4233329025743404,3.0,4.0
5.0,3.5832180153113407,4.0,3.99244929219766,4.0,4.0,4.0,4.0,3.8596053487616064,4.0,3.0,4.430006081981052,3.4826576757149565,3.0,3.0
3.420468671441363,3.0,3.0,4.0,3.7816451401533575,3.0,3.253205128205128,3.0,5.0,3.7868998307512114,3.0,5.0,3.0,3.0,3.0
3.0973204446580826,3.0,3.5560788062419,5.0,3.131334109407729,3.0,2.0,3.294296502235636,4.0844488077162335,4.107829581772963,3.0,4.178739043518443,3.0,3.0,2.973755663903372
3.0,3.0450891374888234,3.0,3.6483887333145106,3.0,3.0,3.0,3.35003286401008,4.0,3.0,3.0,4.134350018857068,3.0,2.9150943971928007,3.0
3.0,3.0,4.0,3.0,4.676085973939116,3.181196077216624,5.0,4.0,4.0,3.6426977593961984,3.187737807175347,4.319229907938208,2.86824392110597,3.0,2.0
3.0,3.0,3.5035357312991238,2.0,4.0,3.0,3.0,3.0361927321122986,2.9955162677055682,3.2195582145202533,4.0,5.0,2.0,1.0,3.0
4.0,4.0,3.0,5.0,3.809231824828791,3.359741682439104,3.9230769230769234,3.0,4.0,5.0,3.6008773902229363,4.0,3.0,2.956144584926266,3.1885634789847406
4.475399090259508,3.0,4.0,4.864288677626242,4.692098324079446,4.0,4.0,5.0,5.0,4.878513007522858,5.0,5.0,4.0,3.895126849296095,4.0
1.0,2.6957354933019313,3.7970078272477386,4.0,3.086449860820338,3.0,3.0,2.410823323937736,3.9554576616992487,5.0,3.485505199788008,3.5199535946581992,2.0,3.0,1.9544277064243203
3.265064303266021,3.208420544220513,3.0,3.0,3.0,3.0,2.978462420001535,2.0,1.0,3.0,3.0,5.0,5.0,5.0,2.966653879505377
5.0,3.085357874011969,4.0,4.0,2.816432858406404,3.5502679272908333,4.923076923076923,3.0,2.0,3.456338634046859,3.1076758102449507,4.398352438066178,3.0,3.145430884651801,3.007464873444615
4.0,1.0,3.0,2.9251231150299626,5.0,2.4671319525438253,3.7851489815919903,3.0,5.0,2.947765176312176,1.0,3.0,2.068183627603082,2.1772533910867513,1.0
3.894855327750783,5.0,3.877422104207054,4.0,3.6739166671487054,3.7509737589713756,4.0,4.053406357675715,3.605452188929205,3.635761739959785,3.0,5.0,3.0,2.0,3.4863895730173073
4.414192336499102,2.989516037286393,3.5777178213058045,3.0,4.35396411140289,2.89875266098728,5.0,3.029921145739577,2.855003305915191,3.0,3.2712911985806987,5.0,3.0,3.153857037291264,2.7104081522909973
3.0,3.0,3.3446951681555506,3.4646136531932554,3.2896935779718355,2.9012656955233616,3.0,3.0,3.095238095238095,3.608695652173913,2.876620658815484,4.206200631957276,3.0,3.0104166666666665,2.636566761708319
3.5450053391738656,3.0,2.0,4.0,3.428746526049816,3.0,3.253205128205128,4.0,3.385090587178957,3.1390203670392562,3.0,3.0,3.0,3.0,2.836341453485018
3.4646943591508945,5.0,4.0,3.0,4.0,4.0,1.0,3.0,2.0,3.083306129707247,3.273279065178331,5.0,5.0,4.454508935488727,3.733155666856702
5.0,3.2602459137830246,3.552229843618259,3.892669091023554,1.0,3.0,2.459780726129032,4.0,2.8949153370574408,3.608695652173913,2.563145454270733,4.429927790934953,2.8510485837403077,3.1666666666666665,3.0
3.0,3.357112192393627,3.9449001071859797,5.0,4.067133302394037,3.0,2.9230769230769234,4.061586796420185,5.0,5.0,3.7770624752567485,5.0,2.9021988806283976,4.456989247311828,3.283333784922273
2.795955644048851,2.348775597067582,3.0,3.0,3.0,2.4077473622898276,2.6646976006729535,3.0,2.0,1.0,2.0,4.0,2.0,2.26244377032033,2.0
3.7379980742591896,3.0,4.0,5.0,5.0,3.9537898076196765,3.0,4.115528078126415,5.0,4.668458582919898,3.9716140720401087,5.0,5.0,3.0,3.0
3.0,3.0,4.0,5.0,4.069377096607461,3.6468907187035895,3.0,4.0,4.0,4.686549198046854,5.0,5.0,3.0,3.3015110631290248,3.0
3.0,3.0,4.0,3.516017635238474,3.4003623188405796,3.129982358076978,3.059113484177912,3.2181716069982502,3.285011955089753,3.0,3.0,4.573457846263453,3.8871262499852106,5.0,2.6394638009968046
3.6538461538461537,3.359941411013922,3.7227094204529845,3.4858898680877686,4.0,3.5483271373096477,3.8528428093645486,3.4563343720485173,3.440820264837466,3.0,3.395396333480404,5.0,3.482828932052037,3.806666666666666,3.0
4.107175385051664,3.400943161096487,4.0,4.069905721124022,4.0,4.0,3.8528428093645486,3.6927699388710087,3.7714999154415496,4.0,3.289171951309183,3.0,3.1073449297684252,3.0,3.0
3.0,4.0,3.7197004853809092,3.7858092872085183,4.0,3.405738727927512,3.0,3.3204430678097108,3.0,4.0,3.3838640604371673,4.60128449082365,3.4609778567527103,3.0,3.3439863963904655
5.0,4.084220821081741,3.747779259178346,3.649601622321888,5.0,4.0,4.0,3.683511379825082,2.0,2.1801242236024847,3.882935491386888,4.794239508556971,4.0,2.0,4.0
4.0,3.0,3.45700212008514,2.0,4.0,3.0,3.0,3.3808782392818175,4.0,2.876478196002995,2.9453396370751044,4.445772497083609,3.0,4.0,3.0
3.3777517639274732,3.041617791433946,3.4550132454453553,4.0,3.4174198971658365,3.0,3.253205128205128,3.2117301720189992,3.508718725247743,3.635761739959785,3.0,4.174026588725621,3.0,3.0,2.8265568269651893
3.0,2.0,4.0,2.0,2.4003623188405796,2.5504132595649405,2.647041570939966,2.504085468222789,2.372662768728767,2.726970774984152,2.0,3.8490504681296365,2.703052207821714,4.0,2.0
3.277530350503161,2.0,3.3274577397417415,3.0,3.345262805034823,3.0,3.253205128205128,3.0,3.0,3.167989131661047,3.0,4.126352829282627,2.954857500688173,4.0,2.24778358401315
