V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15
1.0,2.624977735960483,3.26430666944507,4.0,3.2010519238607418,3.0,3.0,2.743673291040602,3.0934191682582037,5.0,2.957301349500487,3.9399319535281534,2.0,3.0,2.4128506638350142
3.277527683015915,3.034298121223973,3.0,3.0,3.0,3.0,3.1649531390617707,2.0,1.0,3.0,3.0,5.0,5.0,5.0,2.8231925732517493
5.0,3.307875519462682,4.0,4.0,3.6405617706450837,3.304045547884072,3.5735076389722433,3.0,2.0,3.747045231749917,3.318424351773707,4.524413008430669,3.0,3.210698755508684,2.952631210972901
4.0,1.0,3.0,3.0772409085280605,5.0,2.4124366064675593,2.9443802051950327,3.0,5.0,2.9971375819504873,1.0,3.0,2.462572665459118,2.4333564296393106,1.0
3.915227541676095,5.0,3.8292242078256247,4.0,3.849027451703421,3.5178225596711803,4.0,3.621099616036563,3.654683425853484,3.8461662154171194,3.0,5.0,3.0,2.0,3.2199780827719833
3.7436370675693698,3.1679918447143036,3.6122701548405316,3.0,3.723110038144329,3.2750707381798967,5.0,3.3828920261295643,3.4850145413458473,3.0,3.2866230220374764,5.0,3.0,3.1646264049558077,2.912490270542282
3.0,3.0,3.2767726909063897,3.3947484500460208,3.2839032572532068,2.899662382717348,3.0,3.0,3.092633887682099,3.2537395435031664,2.8739225460161584,4.0255488214368125,3.0,2.8692756880903088,2.600974578577874
3.2490274848444973,3.0,2.0,4.0,3.265728150693641,3.0,3.1958842897351554,4.0,3.166500424198637,3.2252808943941833,3.0,3.0,3.0,3.0,2.658279491370276
3.68021164555332,5.0,4.0,3.0,4.0,4.0,1.0,3.0,2.0,3.597824016246323,3.3345956377088566,5.0,5.0,3.4460506509680657,3.311003117618886
5.0,3.257291626736463,3.5093777432548863,3.7050286547919993,1.0,3.0,3.4280389437161043,4.0,3.3355676503874463,3.394818388713538,3.04870849643489,4.212608743169861,3.0083215644597407,3.2025705311639876,3.0
3.0,3.4129590268076178,3.963937123287654,5.0,3.998874426149603,3.0,3.8041748119184664,3.771593527390033,5.0,4.120800989127249,3.589842410338009,4.818272975421668,3.5066978493086243,3.6470182370370607,3.207404133487315
2.6044094895465717,2.194616786969075,3.0,3.0,3.0,2.258388834376123,2.3826128074382327,3.0,2.0,1.0,2.0,4.0,2.0,2.1604695311022697,2.0
4.118784792690583,3.0,4.0,5.0,5.0,3.793904109340674,3.0,4.0421886431081315,5.0,4.20904628679869,3.835759236698656,5.0,5.0,3.0,3.0
3.0,3.0,4.0,5.0,3.98779068328262,3.6178167794871707,3.0,4.0,4.0,4.065069317502203,5.0,5.0,3.0,3.545928481868736,3.0
3.0,3.0,4.0,3.803424069150232,3.633011620999543,3.3054949899241284,3.436614571848341,3.4306911297000635,3.584884882367555,3.0,3.0,4.440561301778877,3.426239850588201,5.0,3.0420312668146465
