V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15
3.0,2.94235564111618,3.0,3.508140974683041,3.0,3.0,3.0,3.130653209238207,4.0,3.0,3.0,4.010632305282255,3.0,2.962660926222636,3.0
3.0,3.0,4.0,3.0,3.7268419867632985,3.2139847514235034,5.0,4.0,4.0,3.621637049505426,3.2322897527444545,4.373416979798143,3.048979840013957,3.0,2.0
3.0,3.0,3.2358359316426593,2.0,4.0,3.0,3.0,3.0007282331748892,2.9328520345661286,3.450698229284602,4.0,5.0,2.0,1.0,3.0
4.0,4.0,3.0,5.0,3.882155403824013,3.512997680455415,3.6968000603365185,3.0,4.0,5.0,3.5288135193924464,4.0,3.0,3.4932507325217745,3.1996957391252585
4.273965671744785,3.0,4.0,4.6921670091784335,4.580101002898818,4.0,4.0,5.0,5.0,4.445530535668608,5.0,5.0,4.0,4.040162353222773,4.0
1.0,2.7364241042630035,3.1982300241661865,4.0,3.197001179195812,3.0,3.0,2.8990522758277733,3.032952276032007,5.0,2.822365495030417,3.951895085074756,2.0,3.0,2.46599556001421
3.3353919853716167,3.250572266180243,3.0,3.0,3.0,3.0,2.8003786122233185,2.0,1.0,3.0,3.0,5.0,5.0,5.0,2.991386339578758
5.0,3.200177621352091,4.0,4.0,3.648885813049089,3.251162404209062,3.5082885897161815,3.0,2.0,3.6604824188950094,3.2527237438626115,4.408095088760918,3.0,3.2062364405723214,2.9361040276151593
4.0,1.0,3.0,2.8936396832322577,5.0,2.3580461829587387,3.0910946374464863,3.0,5.0,3.004849752300805,1.0,3.0,2.321899419736644,2.3478582113315527,1.0
3.808438007279522,5.0,3.8560587006300677,4.0,3.8679555039939024,3.4617466353152855,4.0,3.596252555986859,3.685394340903405,3.8717888511163387,3.0,5.0,3.0,2.0,3.1494456543554104
3.6846379547163224,3.270674912042767,3.72736165803902,3.0,3.7578782088540743,3.334768641373753,5.0,3.470555511751355,3.5616186494608475,3.0,3.35018068934606,5.0,3.0,3.2896577452383142,3.0161879995925727
3.0,3.0,3.2731498070609204,3.384072667018159,3.2804258847640257,2.874045255580363,3.0,3.0,3.099871667275283,3.277550030739433,2.879687737477018,4.033062541761766,3.0,2.84233811502433,2.559189373151049
3.2001297741907937,3.0,2.0,4.0,3.2618734600641828,3.0,3.1189008458865173,4.0,3.0907588718342796,3.2577931793841475,3.0,3.0,3.0,3.0,2.553913702839006
3.7914709929735233,5.0,4.0,3.0,4.0,4.0,1.0,3.0,2.0,3.5404711592673577,3.2758305274207813,5.0,5.0,3.5586457700196634,3.499969154135102
5.0,3.064066474942369,3.488804266436818,3.6173709574342,1.0,3.0,3.343398577966207,4.0,3.318240514788819,3.4851689216648,3.076450319833318,4.2426775588776175,3.034599870184434,3.073660825487517,3.0
3.0,3.6587153906554915,4.121561323554145,5.0,4.124784665451367,3.0,3.970116939962632,3.8583781411778033,5.0,4.136436156186114,3.734026028103327,4.882366616465184,3.6668997130566914,3.6974733243934796,3.396788721654727
2.6364797333377217,2.1696317406203898,3.0,3.0,3.0,2.466839269697789,2.4492339718948237,3.0,2.0,1.0,2.0,4.0,2.0,2.052932494282648,2.0
4.165245019899955,3.0,4.0,5.0,5.0,3.8693971360384953,3.0,4.221303137145566,5.0,3.99206868534145,3.840844900232881,5.0,5.0,3.0,3.0
3.0,3.0,4.0,5.0,3.917082877996414,3.549193165288148,3.0,4.0,4.0,3.9989739349857203,5.0,5.0,3.0,3.7256686898020073,3.0
3.0,3.0,4.0,3.828068534793766,3.7138309415474278,3.316624261581759,3.5594992810249284,3.4521518783813567,3.5514172865061675,3.0,3.0,4.481776678663539,3.2963414815117114,5.0,3.0042676010658744
3.6746869154062103,3.28156815639782,3.737021672525368,3.8419880156324306,4.0,3.3381344983927423,3.591331420207717,3.4805238815764032,3.5639005285950347,3.0,3.3443504920767335,5.0,3.3103988276652894,3.300050029259331,3.0
3.623316583212298,3.2332105741950192,4.0,3.790056247530622,4.0,4.0,3.5473084131521406,3.4196725243831327,3.5115984867165806,4.0,3.2920988306534475,3.0,3.235444546979154,3.0,3.0
3.0,4.0,3.609420036439155,3.7191350194987676,4.0,3.2129238953284642,3.0,3.332692446308957,3.0,4.0,3.215537877753713,4.367821628372433,3.166916945910226,3.0,2.895402241122824
5.0,3.609471954555392,4.046854377633551,4.146923911007097,5.0,4.0,4.0,3.788020161463774,2.0,4.054396186594058,3.663547310199965,4.81468700076928,4.0,2.0,4.0
4.0,3.0,3.636140392377792,2.0,4.0,3.0,3.0,3.2462237386764974,4.0,3.5104278937487536,3.104497425120968,4.304233133416181,3.0,4.0,3.0
3.450782948087476,3.060872212521508,3.511622561942372,4.0,3.5180514685653717,3.0,3.369977036251948,3.2478674290211145,3.344674912249819,3.5226507545161327,3.0,4.271948440927664,3.0,3.0,2.7974306706467313
3.0,2.0,4.0,2.0,2.9957687787795058,2.587817205638679,2.8478033141743526,2.718444223456496,2.8186990336763813,2.9968788364733494,2.0,3.750315144739244,2.553360400792236,4.0,2.0
3.217588870090727,2.0,3.2866419789101116,3.0,3.2913635191228576,3.0,3.1478493137284858,3.0,3.0,3.292774888648953,3.0,4.045546468768034,2.8452437247156146,4.0,2.5652419802515696
